Record_ID,Timestamp,Flight_ID,Cargo_Volume,Cargo_Type,Shipment_Priority,Arrival_Departure,Terminal_ID,Gate_Assigned,Handling_Time,Waiting_Time,Workforce_Assigned,Equipment_Used,Equipment_Type,Facility_Utilization,Storage_Occupancy,Queue_Length,Flight_Delay,Peak_Hour_Indicator,Weather_Condition,Operational_Cost,Energy_Consumption,Throughput_Rate,Bottleneck_Flag,Demand_Forecast,Real_Time_Load,Allocation_Strategy,Allocation_Efficiency_Class
4309,2024-01-01 01:36:00,FL3666,100.3,Express,Low,Departure,T3,31,88.86,106.8,15,6,Loader,56.38,41.88,38,43.46,1,Clear,2055.01,1301.0,63.62,0,96.48,91.09,Baseline,Low Efficiency
4310,2024-04-09 06:01:00,FL9873,95.1,Hazardous,Low,Arrival,T3,43,64.82,77.76,32,12,Conveyor,64.7,57.2,33,68.82,0,Rain,916.19,1262.84,20.6,0,145.6,133.96,Optimized,Low Efficiency
4311,2024-09-07 09:49:00,FL2744,36.86,Perishable,Critical,Arrival,T4,31,154.62,7.24,11,2,Loader,87.75,68.91,8,13.19,0,Clear,908.75,1297.12,107.42,1,76.89,138.44,Optimized,Low Efficiency
4312,2024-07-27 19:32:00,FL2070,113.2,Hazardous,Critical,Departure,T1,30,51.96,18.77,49,3,Forklift,65.5,88.59,36,85.29,1,Clear,2033.78,213.16,108.62,0,140.7,50.66,Optimized,Moderate Efficiency
4313,2024-12-07 15:49:00,FL4471,19.3,Hazardous,Low,Departure,T2,41,135.4,23.54,44,14,Loader,63.5,87.41,33,63.36,0,Rain,3741.85,301.07,22.39,0,146.49,131.04,Optimized,Low Efficiency
4314,2024-01-07 01:21:00,FL1179,105.64,Perishable,Low,Arrival,T3,20,91.33,29.3,12,1,Loader,91.01,89.85,29,2.07,0,Fog,4512.41,974.67,107.16,0,95.16,145.45,Baseline,Moderate Efficiency
4315,2024-12-24 05:07:00,FL6064,116.66,Hazardous,Low,Departure,T3,8,179.76,96.97,45,3,Forklift,40.08,70.34,95,51.89,0,Rain,4155.01,1434.19,72.98,0,88.49,53.7,Optimized,Low Efficiency
4316,2024-12-13 09:21:00,FL4075,25.37,Perishable,Medium,Arrival,T4,44,117.82,40.62,33,4,Forklift,91.13,69.17,57,28.14,0,Fog,4090.63,253.89,105.22,0,18.44,141.21,Optimized,Low Efficiency
4317,2024-08-06 04:04:00,FL4305,88.04,Express,Medium,Departure,T3,30,36.67,40.92,29,14,Loader,50.88,93.36,94,24.72,0,Fog,525.8,1134.4,79.06,0,41.25,69.64,Baseline,Low Efficiency
4318,2024-01-07 15:36:00,FL1530,9.63,General,Low,Arrival,T2,35,87.12,91.89,11,6,Conveyor,56.47,50.2,72,81.19,0,Storm,1362.28,290.56,110.86,0,149.74,74.97,Optimized,Low Efficiency
4319,2024-11-09 10:24:00,FL4937,51.62,General,High,Departure,T3,21,30.61,52.43,26,10,Crane,61.7,40.18,61,75.24,1,Rain,4752.9,1430.65,60.58,0,114.45,77.26,Adaptive,Low Efficiency
4320,2024-08-01 07:11:00,FL5410,64.37,Express,Medium,Departure,T1,47,65.7,12.43,13,14,Forklift,92.84,35.79,90,0.86,0,Rain,4415.75,1220.16,119.8,1,103.52,112.36,Baseline,Moderate Efficiency
4321,2024-06-17 08:46:00,FL2393,71.77,Perishable,Critical,Departure,T2,40,74.93,72.29,15,7,Conveyor,94.52,91.67,87,16.35,1,Rain,1070.29,503.71,104.33,0,89.33,46.49,Optimized,Moderate Efficiency
4322,2024-01-06 06:08:00,FL1735,112.63,Perishable,High,Arrival,T1,28,156.51,19.96,38,3,Loader,79.67,56.02,55,64.76,1,Clear,3362.75,166.64,79.23,0,105.59,43.65,Baseline,Low Efficiency
4323,2024-09-29 01:54:00,FL8926,82.31,Perishable,Medium,Arrival,T4,39,154.08,70.74,31,14,Loader,66.37,64.91,52,76.34,1,Fog,2449.07,711.3,53.12,1,105.31,98.13,Optimized,Low Efficiency
4324,2024-05-17 07:31:00,FL1748,60.35,Perishable,High,Arrival,T2,17,21.85,94.66,26,11,Forklift,70.97,86.21,43,64.58,1,Fog,534.58,835.1,77.73,0,41.02,88.06,Adaptive,Moderate Efficiency
4325,2024-10-26 19:36:00,FL1787,98.11,Express,High,Departure,T3,12,105.16,111.89,7,13,Forklift,74.82,56.12,26,47.28,1,Fog,4100.69,837.9,90.19,1,119.87,19.95,Optimized,Low Efficiency
4326,2024-11-14 06:59:00,FL6154,114.31,General,Low,Departure,T2,18,55.77,12.71,44,7,Conveyor,97.24,90.76,2,88.61,0,Rain,4744.11,1292.66,47.69,1,75.14,136.35,Adaptive,Low Efficiency
4327,2024-10-14 10:47:00,FL2527,7.54,Hazardous,Medium,Arrival,T2,47,71.21,39.96,12,13,Loader,98.15,52.52,55,71.76,0,Fog,4643.5,1473.26,69.5,1,108.22,50.69,Adaptive,Low Efficiency
4328,2024-06-30 23:15:00,FL6056,117.99,Hazardous,Critical,Arrival,T2,28,23.46,80.03,10,4,Forklift,90.84,81.27,90,42.11,0,Fog,2229.24,704.69,107.92,1,58.65,115.14,Adaptive,Moderate Efficiency
4329,2024-04-28 21:20:00,FL1138,14.91,General,Low,Departure,T1,3,139.96,41.28,29,1,Forklift,75.02,76.72,18,52.51,0,Fog,4045.17,329.31,114.76,0,90.84,90.98,Baseline,Low Efficiency
4330,2024-10-10 18:54:00,FL6843,98.65,Express,Low,Departure,T4,15,172.09,56.87,6,1,Crane,63.44,44.09,91,4.03,1,Fog,2740.9,627.76,78.0,0,112.92,90.11,Adaptive,Low Efficiency
4331,2024-10-02 12:17:00,FL5626,37.24,Hazardous,Medium,Departure,T2,16,55.08,7.31,20,8,Forklift,53.82,38.71,50,86.83,1,Storm,4909.95,1096.98,26.5,1,95.65,130.22,Adaptive,Low Efficiency
4332,2024-06-09 15:07:00,FL7523,20.2,General,High,Departure,T3,22,74.68,84.75,45,10,Conveyor,72.07,37.81,81,32.65,1,Storm,4834.79,917.14,94.4,0,98.67,133.26,Adaptive,Low Efficiency
4333,2024-07-10 11:54:00,FL9195,55.58,Express,High,Arrival,T2,49,53.03,106.58,25,7,Loader,60.74,75.56,45,59.54,0,Rain,3980.09,221.51,37.24,1,35.93,88.42,Baseline,Low Efficiency
4334,2024-02-27 16:17:00,FL4192,79.06,Hazardous,Critical,Arrival,T2,31,168.81,117.34,19,4,Forklift,44.36,30.91,15,60.03,1,Storm,2620.99,393.92,17.15,0,80.83,69.98,Adaptive,Low Efficiency
4335,2024-11-03 11:10:00,FL6152,48.81,Perishable,Medium,Departure,T4,31,21.5,100.51,38,1,Crane,68.57,76.25,7,5.12,1,Clear,4558.72,1070.93,50.81,0,48.41,96.81,Adaptive,Low Efficiency
4336,2024-06-23 10:38:00,FL7400,11.28,Perishable,Low,Departure,T3,1,113.42,8.65,47,6,Forklift,74.27,84.74,81,23.93,0,Storm,1507.81,1077.31,39.57,0,61.83,26.75,Optimized,Low Efficiency
4337,2024-07-16 23:11:00,FL6830,73.94,Express,Medium,Departure,T3,11,159.32,79.96,24,11,Forklift,76.68,51.18,83,59.06,0,Clear,1463.99,952.63,66.63,0,122.26,68.8,Adaptive,Low Efficiency
4338,2024-07-26 07:05:00,FL3122,108.78,Perishable,High,Arrival,T1,6,49.81,62.0,48,12,Loader,44.43,82.2,27,82.09,1,Rain,3012.06,511.65,10.26,0,16.67,102.67,Baseline,Low Efficiency
4339,2024-07-14 18:00:00,FL2595,49.07,Express,Low,Arrival,T3,23,114.4,112.86,35,11,Crane,68.99,41.58,40,70.08,0,Clear,4185.71,328.56,84.76,0,46.04,116.82,Optimized,Low Efficiency
4340,2024-10-27 16:01:00,FL6428,29.88,General,Low,Departure,T3,9,28.1,108.75,19,10,Conveyor,79.35,97.23,17,52.21,0,Fog,779.46,420.34,58.58,0,120.48,110.98,Baseline,Low Efficiency
4341,2024-05-16 21:32:00,FL7672,55.9,General,Low,Departure,T3,16,150.33,118.63,32,7,Conveyor,97.66,46.24,32,20.92,0,Clear,4031.14,1230.58,38.54,0,128.49,34.45,Optimized,Low Efficiency
4342,2024-02-19 20:29:00,FL9250,10.56,Hazardous,Medium,Departure,T2,38,63.91,104.12,10,6,Loader,41.5,64.19,16,85.4,1,Storm,4771.96,783.99,39.83,1,39.82,95.62,Adaptive,Low Efficiency
4343,2024-05-12 19:47:00,FL2654,99.36,Express,Critical,Departure,T1,44,178.2,67.89,7,12,Conveyor,80.58,98.63,63,36.33,0,Clear,2956.99,591.68,14.65,1,33.14,22.65,Adaptive,Low Efficiency
4344,2024-04-09 11:40:00,FL9227,100.03,Hazardous,High,Departure,T3,19,167.52,87.21,42,6,Conveyor,43.74,93.5,94,13.49,0,Fog,1461.01,290.28,34.49,0,121.9,93.44,Adaptive,Low Efficiency
4345,2024-07-29 21:02:00,FL3460,72.62,Hazardous,Critical,Departure,T3,45,137.2,115.94,27,8,Forklift,49.53,76.16,78,1.95,1,Fog,3342.52,649.61,23.04,0,110.43,114.43,Adaptive,Low Efficiency
4346,2024-03-21 08:37:00,FL1388,45.61,General,Low,Arrival,T3,13,99.49,71.48,7,14,Conveyor,50.4,55.84,60,85.51,1,Fog,1385.73,684.91,58.02,1,88.85,98.39,Baseline,Low Efficiency
4347,2024-11-27 13:41:00,FL7260,96.98,Hazardous,Critical,Arrival,T2,32,142.65,101.6,49,6,Crane,59.73,79.01,82,70.01,0,Storm,2257.12,1340.44,64.37,1,74.12,97.49,Adaptive,Low Efficiency
4348,2024-11-25 16:40:00,FL8814,68.79,Perishable,High,Arrival,T2,36,40.9,113.35,48,2,Forklift,89.88,62.22,86,19.47,0,Rain,3648.34,1416.16,100.59,0,132.54,101.44,Optimized,Moderate Efficiency
4349,2024-07-17 03:53:00,FL1612,99.98,Hazardous,Medium,Departure,T1,9,69.63,70.61,12,7,Conveyor,91.37,37.62,52,12.76,0,Clear,2216.11,1275.23,72.23,0,49.11,68.53,Adaptive,Low Efficiency
4350,2024-12-24 06:15:00,FL5753,77.62,Express,Critical,Departure,T4,46,24.3,23.3,6,13,Crane,62.5,85.72,80,86.35,0,Rain,2679.65,643.45,74.61,0,100.66,63.9,Baseline,Moderate Efficiency
4351,2024-05-16 17:51:00,FL3641,95.21,Perishable,Low,Departure,T1,46,123.2,22.89,11,10,Forklift,65.88,91.01,49,21.67,0,Rain,2953.64,882.84,20.7,0,140.2,72.29,Baseline,Low Efficiency
4352,2024-08-21 11:39:00,FL3482,73.83,General,Critical,Arrival,T2,49,148.89,18.26,21,14,Crane,53.02,58.53,49,41.57,1,Fog,2027.4,1277.66,48.57,0,34.07,39.58,Adaptive,Low Efficiency
4353,2024-01-15 02:57:00,FL8587,52.63,Express,Critical,Departure,T3,37,171.41,59.78,11,13,Loader,65.95,76.6,80,54.98,1,Clear,843.44,170.63,97.62,0,37.05,73.54,Adaptive,Low Efficiency
4354,2024-04-20 19:00:00,FL2290,115.16,Perishable,High,Arrival,T3,31,129.84,60.22,37,4,Loader,56.49,32.13,26,5.61,0,Rain,2799.04,845.97,74.27,0,26.63,136.64,Adaptive,Low Efficiency
4355,2024-02-06 03:22:00,FL2528,67.23,Express,Medium,Departure,T1,31,137.13,76.0,40,11,Conveyor,50.49,43.81,51,31.0,0,Storm,2695.16,658.08,51.29,0,47.38,50.7,Baseline,Low Efficiency
4356,2024-01-17 02:45:00,FL4794,74.59,Perishable,Low,Departure,T3,19,163.27,60.53,8,11,Crane,49.51,69.92,43,84.93,0,Storm,2419.22,633.45,57.41,1,89.64,70.35,Baseline,Low Efficiency
4357,2024-05-15 09:29:00,FL4533,30.36,Express,Medium,Departure,T2,2,169.82,116.9,48,3,Forklift,86.54,49.19,70,63.03,1,Storm,1330.18,590.13,22.75,0,56.11,100.44,Optimized,Low Efficiency
4358,2024-03-15 11:21:00,FL3307,76.95,Express,Medium,Arrival,T1,45,98.61,38.5,20,8,Crane,47.02,96.11,71,33.1,1,Storm,735.34,996.65,12.89,0,88.31,117.41,Adaptive,Low Efficiency
4359,2024-07-24 10:18:00,FL3638,70.73,Perishable,High,Arrival,T4,32,37.57,105.49,25,10,Crane,76.96,88.59,9,71.26,1,Storm,4219.87,684.26,25.87,0,77.62,11.27,Baseline,Low Efficiency
4360,2024-07-15 00:31:00,FL9218,26.26,General,High,Arrival,T2,43,94.63,16.54,22,12,Loader,50.05,75.85,44,75.35,1,Fog,2895.42,551.04,42.64,1,84.33,102.97,Adaptive,Low Efficiency
4361,2024-04-01 01:13:00,FL9459,11.85,General,Critical,Departure,T2,34,108.97,74.22,32,12,Loader,90.27,99.92,64,13.66,0,Rain,4911.31,892.82,41.15,0,143.27,30.08,Adaptive,Low Efficiency
4362,2024-11-15 05:53:00,FL9573,74.5,Express,Low,Arrival,T3,1,121.05,79.56,47,5,Conveyor,56.47,47.03,90,52.79,0,Clear,4900.21,622.38,87.35,0,38.98,114.15,Optimized,Low Efficiency
4363,2024-01-06 23:22:00,FL6593,92.82,Express,High,Departure,T2,21,178.29,93.81,20,4,Crane,42.69,94.34,2,33.01,0,Fog,3110.33,148.57,27.65,0,103.89,29.03,Optimized,Low Efficiency
4364,2024-06-18 12:39:00,FL8331,65.19,General,Critical,Departure,T2,3,166.81,62.85,26,11,Crane,67.12,51.32,36,45.62,0,Rain,2705.55,684.68,93.51,0,76.48,115.01,Baseline,Low Efficiency
4365,2024-03-06 16:18:00,FL3149,31.08,General,High,Arrival,T4,27,83.42,27.68,10,4,Forklift,99.99,71.76,3,42.22,0,Storm,1339.03,374.53,88.0,0,105.14,142.4,Optimized,Moderate Efficiency
4366,2024-04-19 17:23:00,FL6554,81.65,Hazardous,Low,Arrival,T3,44,38.15,47.43,34,5,Forklift,88.79,60.41,54,45.34,0,Clear,2207.01,239.88,26.66,0,93.74,41.3,Baseline,Low Efficiency
4367,2024-01-11 17:20:00,FL5765,14.21,General,Low,Departure,T2,7,54.37,36.3,49,12,Loader,74.22,61.03,21,46.98,0,Storm,4034.44,1321.64,82.67,1,115.88,11.22,Adaptive,Moderate Efficiency
4368,2024-12-25 09:55:00,FL6903,55.81,Express,Low,Departure,T3,33,47.81,53.2,32,4,Crane,51.37,83.38,67,6.23,1,Storm,4834.51,1068.55,46.07,1,84.73,25.53,Baseline,Low Efficiency
4369,2024-06-07 03:38:00,FL8059,23.79,Perishable,High,Departure,T2,9,76.96,65.95,21,3,Conveyor,47.05,54.33,9,15.99,0,Clear,3199.23,633.24,21.7,0,108.25,138.7,Optimized,Low Efficiency
4370,2024-09-05 23:21:00,FL1655,26.21,General,High,Departure,T4,30,160.24,76.88,40,4,Loader,90.31,65.53,12,50.96,1,Rain,3275.99,1479.38,78.52,0,112.94,75.85,Baseline,Low Efficiency
4371,2024-11-02 00:16:00,FL7350,28.26,Hazardous,Critical,Arrival,T3,18,90.07,102.19,16,10,Crane,87.26,44.82,72,84.24,0,Clear,4741.06,614.07,97.23,0,34.93,85.27,Adaptive,Low Efficiency
4372,2024-08-14 21:11:00,FL4917,49.47,Hazardous,Medium,Arrival,T3,26,110.76,109.65,44,13,Loader,67.73,83.44,37,67.19,0,Fog,1071.24,442.24,115.87,0,139.49,31.43,Adaptive,Low Efficiency
4373,2024-12-28 22:05:00,FL4421,10.88,Hazardous,Medium,Arrival,T4,20,48.67,58.2,16,13,Conveyor,65.28,68.64,85,21.48,1,Storm,3253.28,762.91,70.52,0,111.44,148.19,Adaptive,Low Efficiency
4374,2024-09-27 10:38:00,FL2228,50.75,Perishable,High,Departure,T1,38,98.86,15.2,40,5,Crane,84.92,47.85,37,32.55,1,Fog,3134.42,1423.79,72.31,0,23.55,35.55,Baseline,Low Efficiency
4375,2024-12-03 15:28:00,FL3496,63.85,General,High,Departure,T2,41,159.78,96.66,44,12,Conveyor,72.16,48.62,67,30.18,0,Fog,1422.93,1029.58,60.95,0,130.52,94.32,Adaptive,Low Efficiency
4376,2024-01-24 02:38:00,FL9151,60.58,General,Critical,Departure,T2,31,143.75,59.87,33,2,Crane,64.25,50.55,56,69.26,0,Fog,3982.17,1122.83,43.95,1,36.7,89.72,Optimized,Low Efficiency
4377,2024-08-28 11:30:00,FL2595,49.02,General,High,Arrival,T1,8,32.99,67.84,6,7,Crane,55.1,78.95,85,87.5,1,Storm,1036.41,331.41,25.74,0,92.09,19.16,Baseline,Low Efficiency
4378,2024-02-28 10:00:00,FL1244,101.5,Perishable,Medium,Departure,T3,23,157.93,73.52,33,14,Conveyor,47.35,71.66,63,31.99,0,Storm,784.59,156.2,43.02,0,53.84,149.5,Baseline,Low Efficiency
4379,2024-04-16 09:04:00,FL3336,21.71,Perishable,High,Departure,T3,25,63.81,81.8,34,14,Forklift,75.69,87.56,26,1.33,0,Rain,2687.61,851.98,46.73,0,90.61,87.01,Adaptive,Low Efficiency
4380,2024-02-10 19:20:00,FL6071,63.16,Express,Critical,Arrival,T4,47,126.51,107.36,40,5,Conveyor,89.56,70.01,88,84.32,0,Rain,1848.75,562.46,90.99,0,134.34,31.78,Optimized,Low Efficiency
4381,2024-07-13 01:29:00,FL9964,12.13,Hazardous,Medium,Arrival,T4,1,43.42,114.5,48,9,Conveyor,84.77,51.47,46,67.79,0,Clear,2462.61,159.72,24.16,0,134.69,115.67,Baseline,Low Efficiency
4382,2024-10-12 18:04:00,FL2428,13.18,Hazardous,Low,Departure,T4,46,127.94,113.12,29,14,Loader,81.78,97.4,53,75.09,0,Clear,1006.66,1354.62,30.54,0,120.05,64.94,Baseline,Low Efficiency
4383,2024-02-21 23:32:00,FL9174,70.99,General,Low,Arrival,T1,18,25.71,98.09,25,6,Conveyor,95.73,92.03,60,18.78,0,Storm,2535.81,135.14,116.93,0,124.06,103.81,Baseline,Moderate Efficiency
4384,2024-12-08 08:24:00,FL2541,70.09,Perishable,Low,Departure,T1,19,116.1,107.26,26,11,Conveyor,63.67,49.52,98,58.11,1,Clear,2478.22,117.72,17.8,1,81.08,41.28,Adaptive,Low Efficiency
4385,2024-05-12 05:45:00,FL8451,105.97,Perishable,High,Arrival,T3,42,123.35,10.71,14,1,Loader,48.23,93.89,32,20.94,0,Fog,4849.47,518.84,112.23,0,131.57,139.12,Optimized,Low Efficiency
4386,2024-05-19 22:48:00,FL6139,69.16,General,Low,Departure,T4,6,59.12,102.65,35,9,Forklift,46.12,80.41,91,1.05,1,Rain,3751.56,796.16,26.1,0,75.39,15.73,Baseline,Low Efficiency
4387,2024-07-01 02:27:00,FL3780,115.38,General,Low,Arrival,T3,17,169.92,13.31,13,5,Conveyor,97.3,59.03,62,14.14,1,Storm,4642.13,731.11,69.03,1,39.17,12.83,Optimized,Low Efficiency
4388,2024-10-04 20:32:00,FL5843,10.6,Express,Low,Arrival,T1,46,27.36,90.81,45,9,Loader,75.34,62.68,47,83.05,1,Rain,4015.55,603.97,53.58,0,135.71,131.08,Adaptive,Low Efficiency
4389,2024-01-10 04:28:00,FL3645,16.27,Hazardous,Medium,Arrival,T2,45,162.67,24.48,43,1,Forklift,88.65,61.25,61,19.38,0,Clear,4045.29,1309.29,54.02,1,74.34,86.19,Adaptive,Low Efficiency
4390,2024-03-29 19:25:00,FL2116,10.07,Hazardous,Medium,Arrival,T3,8,81.1,46.41,38,14,Forklift,72.13,85.78,94,52.66,0,Rain,4395.78,516.62,87.19,0,94.11,57.81,Optimized,Low Efficiency
4391,2024-06-30 06:55:00,FL5589,26.31,Hazardous,High,Departure,T1,42,134.23,26.18,43,2,Conveyor,63.91,42.29,4,87.12,1,Rain,1651.51,1013.91,82.15,1,97.71,29.76,Optimized,Low Efficiency
4392,2024-10-07 04:49:00,FL6952,67.25,Express,Low,Departure,T4,9,124.25,56.0,45,3,Forklift,52.02,34.11,2,6.81,1,Clear,2420.21,658.05,113.73,0,21.52,18.37,Adaptive,Low Efficiency
4393,2024-11-18 13:18:00,FL6789,79.24,General,Low,Arrival,T2,37,46.92,52.35,27,12,Conveyor,91.38,64.89,23,72.71,0,Rain,4438.44,644.14,89.02,1,59.56,51.37,Optimized,Moderate Efficiency
4394,2024-06-28 23:28:00,FL2461,10.24,General,Medium,Departure,T2,27,71.04,10.53,16,5,Forklift,43.81,50.33,55,53.78,0,Storm,801.14,1405.93,76.77,0,60.23,123.55,Optimized,Low Efficiency
4395,2024-01-25 09:38:00,FL2165,113.79,Hazardous,Medium,Arrival,T2,36,104.75,100.51,11,14,Forklift,94.01,69.47,41,29.11,1,Fog,748.07,1076.43,29.35,0,110.34,36.95,Baseline,Low Efficiency
4396,2024-05-25 00:55:00,FL3935,101.85,Hazardous,Low,Arrival,T4,6,155.44,103.23,36,6,Forklift,52.3,98.47,68,32.78,1,Rain,3415.77,853.49,62.43,1,104.81,147.13,Optimized,Low Efficiency
4397,2024-12-01 13:40:00,FL8548,39.11,Express,Low,Departure,T2,6,172.78,95.56,23,5,Conveyor,40.57,77.0,37,2.45,0,Storm,4593.02,344.47,64.69,0,148.45,120.82,Adaptive,Low Efficiency
4398,2024-03-09 10:04:00,FL5226,13.88,Perishable,Critical,Departure,T1,45,23.29,102.47,26,1,Forklift,46.23,97.15,11,23.03,1,Fog,4073.91,292.63,80.28,0,112.35,11.65,Adaptive,Low Efficiency
4399,2024-05-31 18:52:00,FL8753,24.54,Perishable,High,Departure,T3,4,76.41,91.35,20,4,Crane,93.01,81.24,36,38.11,0,Storm,4095.56,371.11,50.27,0,41.18,86.95,Adaptive,Low Efficiency
4400,2024-12-10 07:13:00,FL5194,19.6,Hazardous,Low,Departure,T2,22,126.9,112.81,12,6,Loader,44.42,35.31,15,64.52,0,Storm,2119.89,977.71,25.99,0,58.4,65.42,Optimized,Low Efficiency
4401,2024-10-10 08:24:00,FL8242,19.18,Express,Low,Departure,T2,40,104.44,71.29,34,4,Loader,61.31,92.25,67,24.73,1,Fog,3162.65,178.43,106.63,0,33.39,72.16,Optimized,Low Efficiency
4402,2024-08-15 06:30:00,FL3301,64.63,Hazardous,Critical,Departure,T1,27,170.88,72.0,10,4,Crane,55.02,43.92,30,52.23,0,Clear,3971.69,749.74,13.57,0,130.68,72.1,Baseline,Low Efficiency
4403,2024-08-23 05:56:00,FL3031,33.27,Perishable,High,Departure,T4,37,22.72,103.89,6,5,Forklift,42.21,90.54,57,65.85,0,Storm,4071.83,743.65,24.84,0,128.42,129.16,Baseline,Low Efficiency
4404,2024-04-25 11:56:00,FL8999,46.19,Hazardous,Medium,Arrival,T2,2,90.04,45.18,38,8,Crane,71.89,82.44,62,62.87,1,Clear,3112.63,1384.93,60.18,0,137.9,105.99,Optimized,Low Efficiency
4405,2024-01-31 17:15:00,FL1648,118.79,Perishable,High,Departure,T1,9,127.01,10.76,33,5,Conveyor,99.9,88.7,87,53.13,0,Clear,4101.72,617.89,107.77,0,102.37,50.7,Optimized,Moderate Efficiency
4406,2024-03-29 22:34:00,FL6955,83.7,Perishable,High,Arrival,T1,11,54.81,91.23,44,7,Loader,91.18,47.75,33,52.22,0,Rain,621.23,1355.23,21.28,0,47.64,82.19,Optimized,Low Efficiency
4407,2024-07-03 10:57:00,FL5696,114.13,Perishable,High,Departure,T4,20,136.14,34.28,46,8,Forklift,50.13,86.52,65,64.91,1,Clear,4741.66,961.11,91.14,1,135.53,78.18,Baseline,Low Efficiency
4408,2024-12-16 10:05:00,FL7568,21.39,General,Medium,Departure,T4,43,33.0,59.54,47,6,Loader,93.06,72.72,1,30.2,0,Storm,4417.6,646.14,41.52,1,48.18,50.19,Adaptive,Low Efficiency
4409,2024-08-05 14:08:00,FL7701,48.95,General,Medium,Arrival,T3,39,92.17,32.65,24,6,Crane,67.11,35.73,3,40.52,0,Storm,733.76,837.22,18.35,1,63.77,96.87,Adaptive,Low Efficiency
4410,2024-05-24 16:56:00,FL3113,68.79,Hazardous,Low,Arrival,T2,14,128.2,100.12,7,14,Crane,56.4,92.24,9,86.96,0,Fog,2386.97,231.91,108.45,1,13.06,98.43,Baseline,Low Efficiency
4411,2024-09-19 10:54:00,FL8222,13.83,Perishable,Critical,Arrival,T3,26,62.68,115.2,39,2,Loader,78.42,91.38,32,60.17,1,Clear,4637.64,1345.47,116.96,0,90.92,25.03,Optimized,Moderate Efficiency
4412,2024-02-07 22:17:00,FL7008,5.48,General,High,Arrival,T1,38,31.82,11.33,12,13,Loader,53.0,70.04,77,46.79,0,Fog,2807.57,984.1,24.5,0,70.98,22.48,Optimized,Low Efficiency
4413,2024-06-07 14:07:00,FL9396,82.1,Hazardous,Low,Departure,T2,30,173.12,31.84,16,13,Loader,92.78,61.68,45,52.05,0,Storm,911.53,709.86,108.57,0,100.71,14.15,Baseline,Low Efficiency
4414,2024-03-23 05:34:00,FL6138,78.81,Hazardous,Critical,Departure,T1,36,166.21,26.8,49,10,Loader,77.45,58.04,95,9.4,0,Fog,4849.34,1186.03,81.29,0,145.51,92.92,Adaptive,Low Efficiency
4415,2024-06-20 19:48:00,FL7122,52.24,Hazardous,Critical,Arrival,T1,38,168.22,82.42,47,5,Crane,48.16,72.19,57,53.28,1,Rain,2113.22,666.29,32.16,0,18.02,149.42,Baseline,Low Efficiency
4416,2024-11-12 03:31:00,FL2367,61.31,Hazardous,Critical,Arrival,T1,35,176.56,54.3,36,1,Forklift,74.24,88.92,21,75.28,1,Fog,2823.11,745.38,83.87,1,22.81,137.21,Adaptive,Low Efficiency
4417,2024-08-24 07:17:00,FL7769,52.78,Hazardous,Critical,Departure,T4,6,49.55,57.47,33,9,Loader,70.62,69.61,23,47.13,1,Rain,3343.8,690.83,99.25,1,88.98,74.54,Baseline,Moderate Efficiency
4418,2024-01-11 23:19:00,FL9289,7.76,Express,Critical,Departure,T4,3,45.24,23.06,49,7,Forklift,68.29,39.08,77,15.92,1,Rain,4245.96,1495.17,64.32,0,149.71,54.64,Baseline,Low Efficiency
4419,2024-05-01 20:50:00,FL8374,43.57,Perishable,Low,Arrival,T2,1,25.47,52.69,25,2,Loader,61.9,51.43,26,40.34,1,Clear,4429.05,1178.25,110.03,0,50.32,112.66,Adaptive,Moderate Efficiency
4420,2024-07-20 01:11:00,FL5306,25.36,Hazardous,High,Departure,T1,18,162.69,39.87,7,6,Conveyor,68.45,76.78,89,25.02,0,Storm,3438.91,1400.31,68.14,0,85.1,56.94,Optimized,Low Efficiency
4421,2024-03-28 03:01:00,FL1699,16.32,Express,High,Departure,T1,23,140.44,75.29,42,10,Forklift,75.16,75.28,72,32.38,0,Rain,4767.88,631.51,30.4,0,38.52,14.86,Baseline,Low Efficiency
4422,2024-10-15 05:15:00,FL1934,115.02,Perishable,Low,Arrival,T2,32,121.32,29.98,31,9,Conveyor,84.01,66.32,30,20.25,0,Storm,1485.58,786.24,88.02,1,84.16,82.43,Baseline,Low Efficiency
4423,2024-06-26 00:17:00,FL5011,73.93,General,Low,Arrival,T3,29,168.43,75.7,7,12,Crane,95.07,46.83,69,30.05,0,Fog,4571.75,381.9,84.46,0,35.67,54.9,Optimized,Low Efficiency
4424,2024-01-07 12:03:00,FL1130,88.8,Hazardous,Critical,Arrival,T1,23,112.01,48.44,5,5,Conveyor,42.66,48.94,24,73.95,0,Fog,1355.42,114.19,80.45,1,34.8,16.19,Adaptive,Low Efficiency
4425,2024-01-31 13:53:00,FL3532,41.27,Express,Low,Arrival,T4,36,40.76,44.82,24,3,Crane,74.16,63.9,74,68.19,0,Fog,4524.98,372.69,106.78,1,57.42,116.36,Baseline,Moderate Efficiency
4426,2024-12-12 01:57:00,FL2725,50.21,General,Critical,Departure,T3,6,48.3,40.14,11,11,Loader,85.12,57.61,83,44.15,0,Fog,1471.48,1400.5,68.07,0,141.55,90.24,Optimized,Moderate Efficiency
4427,2024-04-22 20:40:00,FL5762,32.25,Express,Low,Arrival,T3,17,41.15,82.49,45,10,Crane,46.93,52.12,64,70.43,0,Fog,3736.62,738.92,87.47,0,102.32,58.86,Optimized,Low Efficiency
